"Borough","MajorCategory","SubCategory","Value","CrimeDate","Region"
"E01000663",1,6,2006,NA,"Unknown"
"E01000663",1,4,2006,NA,"Unknown"
"E01000663",1,12,2006,NA,"Unknown"
"E01000663",1,3,2006,NA,"Unknown"
"E01000663",1,4,2006,NA,"Unknown"
"E01000663",1,7,2006,NA,"Unknown"
"E01000663",1,3,2006,NA,"Unknown"
"E01000663",1,8,2006,NA,"Unknown"
"E01000663",1,2,2006,NA,"Unknown"
"E01000663",1,3,2006,NA,"Unknown"
"E01000663",1,6,2006,NA,"Unknown"
"E01000663",1,10,2006,NA,"Unknown"
"E01000663",1,10,2006,NA,"Unknown"
"E01000663",1,6,2006,NA,"Unknown"
"E01000663",1,5,2006,NA,"Unknown"
"E01000663",1,2,2006,NA,"Unknown"
"E01000663",1,6,2006,NA,"Unknown"
"E01000664",1,11,2006,NA,"Unknown"
"E01000664",1,8,2006,NA,"Unknown"
"E01000664",1,10,2006,NA,"Unknown"
"E01000664",1,5,2006,NA,"Unknown"
"E01000664",1,2,2006,NA,"Unknown"
"E01000664",1,6,2006,NA,"Unknown"
"E01000664",1,12,2006,NA,"Unknown"
"E01000664",1,2,2006,NA,"Unknown"
"E01000664",1,9,2006,NA,"Unknown"
"E01000664",1,1,2006,NA,"Unknown"
"E01000664",1,4,2006,NA,"Unknown"
"E01000664",1,3,2006,NA,"Unknown"
"E01000664",1,7,2006,NA,"Unknown"
"E01000664",1,12,2006,NA,"Unknown"
"E01000664",1,1,2006,NA,"Unknown"
"E01000664",1,8,2006,NA,"Unknown"
"E01000664",1,10,2006,NA,"Unknown"
"E01000664",1,10,2006,NA,"Unknown"
"E01000664",1,9,2006,NA,"Unknown"
"E01000664",1,11,2006,NA,"Unknown"
"E01000664",1,11,2006,NA,"Unknown"
"E01000664",1,11,2006,NA,"Unknown"
"E01000664",1,5,2006,NA,"Unknown"
"E01000664",1,5,2006,NA,"Unknown"
"E01000664",1,12,2006,NA,"Unknown"
"E01000665",1,11,2006,NA,"Unknown"
"E01000665",1,10,2006,NA,"Unknown"
"E01000665",1,1,2006,NA,"Unknown"
"E01000665",1,12,2006,NA,"Unknown"
"E01000665",1,2,2006,NA,"Unknown"
"E01000665",1,1,2006,NA,"Unknown"
"E01000665",1,2,2006,NA,"Unknown"
"E01000665",1,10,2006,NA,"Unknown"
"E01000665",1,7,2006,NA,"Unknown"
"E01000665",1,3,2006,NA,"Unknown"
"E01000665",1,3,2006,NA,"Unknown"
"E01000665",1,7,2006,NA,"Unknown"
"E01000665",1,2,2006,NA,"Unknown"
"E01000665",1,8,2006,NA,"Unknown"
"E01000665",1,10,2006,NA,"Unknown"
"E01000665",1,10,2006,NA,"Unknown"
"E01000665",1,2,2006,NA,"Unknown"
"E01000665",1,4,2006,NA,"Unknown"
"E01000665",1,8,2006,NA,"Unknown"
"E01000665",1,12,2006,NA,"Unknown"
"E01000665",1,12,2006,NA,"Unknown"
"E01000665",1,5,2006,NA,"Unknown"
"E01000665",1,3,2006,NA,"Unknown"
"E01000665",1,1,2006,NA,"Unknown"
"E01000665",1,7,2006,NA,"Unknown"
"E01000665",1,7,2006,NA,"Unknown"
"E01000665",1,2,2006,NA,"Unknown"
"E01000665",1,5,2006,NA,"Unknown"
"E01000665",1,3,2006,NA,"Unknown"
"E01000665",1,4,2006,NA,"Unknown"
"E01000665",1,1,2006,NA,"Unknown"
"E01000665",1,5,2006,NA,"Unknown"
"E01000666",1,2,2006,NA,"Unknown"
"E01000666",1,4,2006,NA,"Unknown"
"E01000666",1,3,2006,NA,"Unknown"
"E01000666",1,1,2006,NA,"Unknown"
"E01000666",1,2,2006,NA,"Unknown"
"E01000666",1,3,2006,NA,"Unknown"
"E01000666",1,8,2006,NA,"Unknown"
"E01000666",1,10,2006,NA,"Unknown"
"E01000666",1,7,2006,NA,"Unknown"
"E01000666",1,7,2006,NA,"Unknown"
"E01000666",1,4,2006,NA,"Unknown"
"E01000666",1,7,2006,NA,"Unknown"
"E01000666",1,8,2006,NA,"Unknown"
"E01000666",1,11,2006,NA,"Unknown"
"E01000666",1,12,2006,NA,"Unknown"
"E01000666",1,10,2006,NA,"Unknown"
"E01000666",1,5,2006,NA,"Unknown"
"E01000666",1,8,2006,NA,"Unknown"
"E01000666",1,9,2006,NA,"Unknown"
"E01000666",1,9,2006,NA,"Unknown"
"E01000666",1,8,2006,NA,"Unknown"
"E01000667",1,5,2006,NA,"Unknown"
"E01000667",1,11,2006,NA,"Unknown"
"E01000667",1,6,2006,NA,"Unknown"
"E01000667",1,10,2006,NA,"Unknown"
"E01000667",1,1,2006,NA,"Unknown"
"E01000667",1,1,2006,NA,"Unknown"
"E01000667",1,4,2006,NA,"Unknown"
"E01000667",1,8,2006,NA,"Unknown"
"E01000667",1,8,2006,NA,"Unknown"
"E01000667",1,11,2006,NA,"Unknown"
"E01000667",1,5,2006,NA,"Unknown"
"E01000667",1,5,2006,NA,"Unknown"
"E01000667",1,7,2006,NA,"Unknown"
"E01000667",1,3,2006,NA,"Unknown"
"E01000667",1,9,2006,NA,"Unknown"
"E01000667",1,2,2006,NA,"Unknown"
"E01000667",1,4,2006,NA,"Unknown"
"E01000667",1,2,2006,NA,"Unknown"
"E01000667",1,1,2006,NA,"Unknown"
"E01000667",1,8,2006,NA,"Unknown"
"E01000667",1,2,2006,NA,"Unknown"
"E01000667",1,3,2006,NA,"Unknown"
"E01000668",1,2,2006,NA,"Unknown"
"E01000668",1,4,2006,NA,"Unknown"
"E01000668",1,1,2006,NA,"Unknown"
"E01000668",1,3,2006,NA,"Unknown"
"E01000668",1,2,2006,NA,"Unknown"
"E01000668",1,5,2006,NA,"Unknown"
"E01000668",1,8,2006,NA,"Unknown"
"E01000668",1,4,2006,NA,"Unknown"
"E01000668",1,2,2006,NA,"Unknown"
"E01000668",1,3,2006,NA,"Unknown"
"E01000668",1,9,2006,NA,"Unknown"
"E01000668",1,4,2006,NA,"Unknown"
"E01000668",1,10,2006,NA,"Unknown"
"E01000668",1,3,2006,NA,"Unknown"
"E01000668",1,4,2006,NA,"Unknown"
"E01000668",1,12,2006,NA,"Unknown"
"E01000668",1,2,2006,NA,"Unknown"
"E01000668",1,9,2006,NA,"Unknown"
"E01000668",1,1,2006,NA,"Unknown"
"E01000668",1,11,2006,NA,"Unknown"
"E01000668",1,7,2006,NA,"Unknown"
"E01000668",1,3,2006,NA,"Unknown"
"E01000668",1,9,2006,NA,"Unknown"
"E01000668",1,4,2006,NA,"Unknown"
"E01000668",1,6,2006,NA,"Unknown"
"E01000668",1,2,2006,NA,"Unknown"
"E01000669",1,8,2006,NA,"Unknown"
"E01000669",1,6,2006,NA,"Unknown"
"E01000669",1,6,2006,NA,"Unknown"
"E01000669",1,2,2006,NA,"Unknown"
"E01000669",1,2,2006,NA,"Unknown"
"E01000669",1,3,2006,NA,"Unknown"
"E01000669",1,4,2006,NA,"Unknown"
"E01000669",1,12,2006,NA,"Unknown"
"E01000669",1,6,2006,NA,"Unknown"
"E01000669",1,5,2006,NA,"Unknown"
"E01000669",1,7,2006,NA,"Unknown"
"E01000669",1,12,2006,NA,"Unknown"
"E01000669",1,3,2006,NA,"Unknown"
"E01000669",1,9,2006,NA,"Unknown"
"E01000669",1,5,2006,NA,"Unknown"
"E01000669",1,11,2006,NA,"Unknown"
"E01000669",1,6,2006,NA,"Unknown"
"E01000669",1,5,2006,NA,"Unknown"
"E01000669",1,10,2006,NA,"Unknown"
"E01000669",1,9,2006,NA,"Unknown"
"E01000669",1,12,2006,NA,"Unknown"
"E01000669",1,11,2006,NA,"Unknown"
"E01000669",1,9,2006,NA,"Unknown"
"E01000669",1,1,2006,NA,"Unknown"
"E01000669",1,2,2006,NA,"Unknown"
"E01000669",1,11,2006,NA,"Unknown"
"E01000669",1,12,2006,NA,"Unknown"
"E01000670",1,10,2006,NA,"Unknown"
"E01000670",1,1,2006,NA,"Unknown"
"E01000670",1,7,2006,NA,"Unknown"
"E01000670",1,11,2006,NA,"Unknown"
"E01000670",1,8,2006,NA,"Unknown"
"E01000670",1,12,2006,NA,"Unknown"
"E01000670",1,3,2006,NA,"Unknown"
"E01000670",1,9,2006,NA,"Unknown"
"E01000670",1,10,2006,NA,"Unknown"
"E01000670",1,1,2006,NA,"Unknown"
"E01000670",1,3,2006,NA,"Unknown"
"E01000670",1,4,2006,NA,"Unknown"
"E01000670",1,3,2006,NA,"Unknown"
"E01000670",1,7,2006,NA,"Unknown"
"E01000670",1,7,2006,NA,"Unknown"
"E01000670",1,2,2006,NA,"Unknown"
"E01000670",1,7,2006,NA,"Unknown"
"E01000670",1,6,2006,NA,"Unknown"
"E01000670",1,6,2006,NA,"Unknown"
"E01000670",1,3,2006,NA,"Unknown"
"E01000670",1,3,2006,NA,"Unknown"
"E01000670",1,1,2006,NA,"Unknown"
"E01000670",1,8,2006,NA,"Unknown"
"E01000671",1,3,2006,NA,"Unknown"
"E01000671",1,12,2006,NA,"Unknown"
"E01000671",1,6,2006,NA,"Unknown"
"E01000671",1,1,2006,NA,"Unknown"
"E01000671",1,3,2006,NA,"Unknown"
"E01000671",1,10,2006,NA,"Unknown"
"E01000671",1,2,2006,NA,"Unknown"
"E01000671",1,2,2006,NA,"Unknown"
"E01000671",1,12,2006,NA,"Unknown"
"E01000671",1,11,2006,NA,"Unknown"
"E01000671",1,12,2006,NA,"Unknown"
"E01000671",1,2,2006,NA,"Unknown"
"E01000671",1,10,2006,NA,"Unknown"
"E01000671",1,10,2006,NA,"Unknown"
"E01000671",1,12,2006,NA,"Unknown"
"E01000671",1,6,2006,NA,"Unknown"
"E01000671",1,10,2006,NA,"Unknown"
"E01000671",1,6,2006,NA,"Unknown"
"E01000671",1,12,2006,NA,"Unknown"
"E01000671",1,3,2006,NA,"Unknown"
"E01000671",1,10,2006,NA,"Unknown"
"E01000672",1,2,2006,NA,"Unknown"
"E01000672",1,2,2006,NA,"Unknown"
"E01000672",1,9,2006,NA,"Unknown"
"E01000672",1,12,2006,NA,"Unknown"
"E01000672",1,4,2006,NA,"Unknown"
"E01000672",1,5,2006,NA,"Unknown"
"E01000672",1,4,2006,NA,"Unknown"
"E01000672",1,5,2006,NA,"Unknown"
"E01000672",1,3,2006,NA,"Unknown"
"E01000672",1,1,2006,NA,"Unknown"
"E01000672",1,11,2006,NA,"Unknown"
"E01000672",1,1,2006,NA,"Unknown"
"E01000672",1,1,2006,NA,"Unknown"
"E01000672",1,6,2006,NA,"Unknown"
"E01000672",1,3,2006,NA,"Unknown"
"E01000672",1,3,2006,NA,"Unknown"
"E01000672",1,8,2006,NA,"Unknown"
"E01000672",1,3,2006,NA,"Unknown"
"E01000672",1,6,2006,NA,"Unknown"
"E01000672",1,9,2006,NA,"Unknown"
"E01000672",1,2,2006,NA,"Unknown"
"E01000672",1,6,2006,NA,"Unknown"
"E01000672",1,7,2006,NA,"Unknown"
"E01000672",1,10,2006,NA,"Unknown"
"E01000672",1,2,2006,NA,"Unknown"
"E01000672",1,12,2006,NA,"Unknown"
"E01000672",1,6,2006,NA,"Unknown"
"E01000672",1,11,2006,NA,"Unknown"
"E01000672",1,12,2006,NA,"Unknown"
"E01000672",1,10,2006,NA,"Unknown"
"E01000672",1,2,2006,NA,"Unknown"
"E01000672",1,2,2006,NA,"Unknown"
"E01000672",1,12,2006,NA,"Unknown"
"E01000673",1,3,2006,NA,"Unknown"
"E01000673",1,9,2006,NA,"Unknown"
"E01000673",1,6,2006,NA,"Unknown"
"E01000673",1,7,2006,NA,"Unknown"
"E01000673",1,7,2006,NA,"Unknown"
"E01000673",1,7,2006,NA,"Unknown"
"E01000673",1,9,2006,NA,"Unknown"
"E01000673",1,3,2006,NA,"Unknown"
"E01000673",1,9,2006,NA,"Unknown"
"E01000673",1,5,2006,NA,"Unknown"
"E01000673",1,10,2006,NA,"Unknown"
"E01000673",1,10,2006,NA,"Unknown"
"E01000673",1,7,2006,NA,"Unknown"
"E01000673",1,12,2006,NA,"Unknown"
"E01000673",1,3,2006,NA,"Unknown"
"E01000673",1,2,2006,NA,"Unknown"
"E01000673",1,1,2006,NA,"Unknown"
"E01000673",1,11,2006,NA,"Unknown"
"E01000673",1,11,2006,NA,"Unknown"
"E01000673",1,11,2006,NA,"Unknown"
"E01000673",1,12,2006,NA,"Unknown"
"E01000673",1,5,2006,NA,"Unknown"
"E01000673",1,11,2006,NA,"Unknown"
"E01000674",1,2,2006,NA,"Unknown"
"E01000674",1,5,2006,NA,"Unknown"
"E01000674",1,4,2006,NA,"Unknown"
"E01000674",1,11,2006,NA,"Unknown"
"E01000674",1,11,2006,NA,"Unknown"
"E01000674",1,6,2006,NA,"Unknown"
"E01000674",1,6,2006,NA,"Unknown"
"E01000674",1,8,2006,NA,"Unknown"
"E01000674",1,7,2006,NA,"Unknown"
"E01000674",1,10,2006,NA,"Unknown"
"E01000674",1,2,2006,NA,"Unknown"
"E01000674",1,5,2006,NA,"Unknown"
"E01000674",1,10,2006,NA,"Unknown"
"E01000674",1,3,2006,NA,"Unknown"
"E01000674",1,10,2006,NA,"Unknown"
"E01000674",1,3,2006,NA,"Unknown"
"E01000674",1,3,2006,NA,"Unknown"
"E01000674",1,4,2006,NA,"Unknown"
"E01000674",1,3,2006,NA,"Unknown"
"E01000674",1,9,2006,NA,"Unknown"
"E01000674",1,4,2006,NA,"Unknown"
"E01000674",1,11,2006,NA,"Unknown"
"E01000674",1,7,2006,NA,"Unknown"
"E01000674",1,4,2006,NA,"Unknown"
"E01000674",1,9,2006,NA,"Unknown"
"E01000674",1,2,2006,NA,"Unknown"
"E01000674",1,11,2006,NA,"Unknown"
"E01000674",1,10,2006,NA,"Unknown"
"E01000674",1,12,2006,NA,"Unknown"
"E01000674",1,3,2006,NA,"Unknown"
"E01000674",1,10,2006,NA,"Unknown"
"E01000675",1,9,2006,NA,"Unknown"
"E01000675",1,2,2006,NA,"Unknown"
"E01000675",1,5,2006,NA,"Unknown"
"E01000675",1,11,2006,NA,"Unknown"
"E01000675",1,6,2006,NA,"Unknown"
"E01000675",1,8,2006,NA,"Unknown"
"E01000675",1,8,2006,NA,"Unknown"
"E01000675",1,8,2006,NA,"Unknown"
"E01000675",1,9,2006,NA,"Unknown"
"E01000675",1,1,2006,NA,"Unknown"
"E01000675",1,3,2006,NA,"Unknown"
"E01000675",1,11,2006,NA,"Unknown"
"E01000675",1,3,2006,NA,"Unknown"
"E01000675",1,12,2006,NA,"Unknown"
"E01000675",1,1,2006,NA,"Unknown"
"E01000675",1,6,2006,NA,"Unknown"
"E01000675",1,12,2006,NA,"Unknown"
"E01000675",1,11,2006,NA,"Unknown"
"E01000675",1,1,2006,NA,"Unknown"
"E01000675",1,7,2006,NA,"Unknown"
"E01000675",1,3,2006,NA,"Unknown"
"E01000675",1,9,2006,NA,"Unknown"
"E01000675",1,9,2006,NA,"Unknown"
"E01000675",1,5,2006,NA,"Unknown"
"E01000675",1,4,2006,NA,"Unknown"
"E01000675",1,1,2006,NA,"Unknown"
"E01000675",1,12,2006,NA,"Unknown"
"E01000675",1,12,2006,NA,"Unknown"
"E01000675",1,11,2006,NA,"Unknown"
"E01000675",1,4,2006,NA,"Unknown"
"E01000675",1,10,2006,NA,"Unknown"
"E01000675",1,2,2006,NA,"Unknown"
"E01000675",1,5,2006,NA,"Unknown"
"E01000675",1,8,2006,NA,"Unknown"
"E01000675",1,2,2006,NA,"Unknown"
"E01000675",1,12,2006,NA,"Unknown"
"E01000675",1,4,2006,NA,"Unknown"
"E01000676",1,9,2006,NA,"Unknown"
"E01000676",1,10,2006,NA,"Unknown"
"E01000676",1,2,2006,NA,"Unknown"
"E01000676",1,10,2006,NA,"Unknown"
"E01000676",1,9,2006,NA,"Unknown"
"E01000676",1,9,2006,NA,"Unknown"
"E01000676",1,2,2006,NA,"Unknown"
"E01000676",1,3,2006,NA,"Unknown"
"E01000676",1,8,2006,NA,"Unknown"
"E01000676",1,4,2006,NA,"Unknown"
"E01000676",1,8,2006,NA,"Unknown"
"E01000676",1,12,2006,NA,"Unknown"
"E01000676",1,9,2006,NA,"Unknown"
"E01000676",1,12,2006,NA,"Unknown"
"E01000676",1,12,2006,NA,"Unknown"
"E01000676",1,12,2006,NA,"Unknown"
"E01000676",1,8,2006,NA,"Unknown"
"E01000676",1,6,2006,NA,"Unknown"
"E01000676",1,10,2006,NA,"Unknown"
"E01000676",1,10,2006,NA,"Unknown"
"E01000676",1,6,2006,NA,"Unknown"
"E01000676",1,10,2006,NA,"Unknown"
"E01000676",1,11,2006,NA,"Unknown"
"E01000676",1,2,2006,NA,"Unknown"
"E01000676",1,3,2006,NA,"Unknown"
"E01000676",1,12,2006,NA,"Unknown"
"E01000676",1,4,2006,NA,"Unknown"
"E01000676",1,3,2006,NA,"Unknown"
"E01000677",1,7,2006,NA,"Unknown"
"E01000677",1,10,2006,NA,"Unknown"
"E01000677",1,11,2006,NA,"Unknown"
"E01000677",1,7,2006,NA,"Unknown"
"E01000677",1,1,2006,NA,"Unknown"
"E01000677",1,10,2006,NA,"Unknown"
"E01000677",1,10,2006,NA,"Unknown"
"E01000677",1,8,2006,NA,"Unknown"
"E01000677",1,7,2006,NA,"Unknown"
"E01000677",1,2,2006,NA,"Unknown"
"E01000677",1,8,2006,NA,"Unknown"
"E01000677",1,11,2006,NA,"Unknown"
"E01000677",1,11,2006,NA,"Unknown"
"E01000677",1,6,2006,NA,"Unknown"
"E01000677",1,9,2006,NA,"Unknown"
"E01000677",1,7,2006,NA,"Unknown"
"E01000677",1,9,2006,NA,"Unknown"
"E01000677",1,10,2006,NA,"Unknown"
"E01000677",1,1,2006,NA,"Unknown"
"E01000677",1,6,2006,NA,"Unknown"
"E01000677",1,12,2006,NA,"Unknown"
"E01000677",1,11,2006,NA,"Unknown"
"E01000677",1,4,2006,NA,"Unknown"
"E01000677",1,1,2006,NA,"Unknown"
"E01000677",1,8,2006,NA,"Unknown"
"E01000677",1,1,2006,NA,"Unknown"
"E01000677",1,7,2006,NA,"Unknown"
"E01000677",1,8,2006,NA,"Unknown"
"E01000677",1,7,2006,NA,"Unknown"
"E01000677",1,3,2006,NA,"Unknown"
"E01000678",1,8,2006,NA,"Unknown"
"E01000678",1,3,2006,NA,"Unknown"
"E01000678",1,4,2006,NA,"Unknown"
"E01000678",1,6,2006,NA,"Unknown"
"E01000678",1,1,2006,NA,"Unknown"
"E01000678",1,1,2006,NA,"Unknown"
"E01000678",1,12,2006,NA,"Unknown"
"E01000678",1,4,2006,NA,"Unknown"
"E01000678",1,2,2006,NA,"Unknown"
"E01000678",1,1,2006,NA,"Unknown"
"E01000678",1,3,2006,NA,"Unknown"
"E01000678",1,7,2006,NA,"Unknown"
"E01000678",1,3,2006,NA,"Unknown"
"E01000678",1,12,2006,NA,"Unknown"
"E01000678",1,5,2006,NA,"Unknown"
"E01000678",1,9,2006,NA,"Unknown"
"E01000678",1,1,2006,NA,"Unknown"
"E01000678",1,7,2006,NA,"Unknown"
"E01000678",1,9,2006,NA,"Unknown"
"E01000678",1,3,2006,NA,"Unknown"
"E01000678",1,10,2006,NA,"Unknown"
"E01000679",1,6,2006,NA,"Unknown"
"E01000679",1,2,2006,NA,"Unknown"
"E01000679",1,1,2006,NA,"Unknown"
"E01000679",1,6,2006,NA,"Unknown"
"E01000679",1,10,2006,NA,"Unknown"
"E01000679",1,7,2006,NA,"Unknown"
"E01000679",1,3,2006,NA,"Unknown"
"E01000679",1,3,2006,NA,"Unknown"
"E01000679",1,10,2006,NA,"Unknown"
"E01000679",1,11,2006,NA,"Unknown"
"E01000679",1,6,2006,NA,"Unknown"
"E01000679",1,4,2006,NA,"Unknown"
"E01000679",1,2,2006,NA,"Unknown"
"E01000679",1,5,2006,NA,"Unknown"
"E01000679",1,12,2006,NA,"Unknown"
"E01000679",1,8,2006,NA,"Unknown"
"E01000679",1,10,2006,NA,"Unknown"
"E01000679",1,9,2006,NA,"Unknown"
"E01000679",1,9,2006,NA,"Unknown"
"E01000679",1,3,2006,NA,"Unknown"
"E01000679",1,5,2006,NA,"Unknown"
"E01000679",1,8,2006,NA,"Unknown"
"E01000680",1,10,2006,NA,"Unknown"
"E01000680",1,5,2006,NA,"Unknown"
"E01000680",1,3,2006,NA,"Unknown"
"E01000680",1,11,2006,NA,"Unknown"
"E01000680",1,7,2006,NA,"Unknown"
"E01000680",1,3,2006,NA,"Unknown"
"E01000680",1,3,2006,NA,"Unknown"
"E01000680",1,1,2006,NA,"Unknown"
"E01000680",1,11,2006,NA,"Unknown"
"E01000680",1,6,2006,NA,"Unknown"
"E01000680",1,3,2006,NA,"Unknown"
"E01000680",1,11,2006,NA,"Unknown"
"E01000680",1,1,2006,NA,"Unknown"
"E01000680",1,5,2006,NA,"Unknown"
"E01000680",1,3,2006,NA,"Unknown"
"E01000680",1,2,2006,NA,"Unknown"
"E01000680",1,4,2006,NA,"Unknown"
"E01000680",1,10,2006,NA,"Unknown"
"E01000680",1,6,2006,NA,"Unknown"
"E01000680",1,8,2006,NA,"Unknown"
"E01000680",1,9,2006,NA,"Unknown"
"E01000680",1,5,2006,NA,"Unknown"
"E01000680",1,12,2006,NA,"Unknown"
"E01000680",1,12,2006,NA,"Unknown"
"E01000680",1,4,2006,NA,"Unknown"
"E01000681",1,6,2006,NA,"Unknown"
"E01000681",1,12,2006,NA,"Unknown"
"E01000681",1,9,2006,NA,"Unknown"
"E01000681",1,7,2006,NA,"Unknown"
"E01000681",1,1,2006,NA,"Unknown"
"E01000681",1,1,2006,NA,"Unknown"
"E01000681",1,12,2006,NA,"Unknown"
"E01000681",1,3,2006,NA,"Unknown"
"E01000681",1,1,2006,NA,"Unknown"
"E01000681",1,7,2006,NA,"Unknown"
"E01000681",1,6,2006,NA,"Unknown"
"E01000681",1,12,2006,NA,"Unknown"
"E01000681",1,3,2006,NA,"Unknown"
"E01000681",1,11,2006,NA,"Unknown"
"E01000681",1,5,2006,NA,"Unknown"
"E01000682",1,2,2006,NA,"Unknown"
"E01000682",1,2,2006,NA,"Unknown"
"E01000682",1,7,2006,NA,"Unknown"
"E01000682",1,4,2006,NA,"Unknown"
"E01000682",1,10,2006,NA,"Unknown"
"E01000682",1,7,2006,NA,"Unknown"
"E01000682",1,7,2006,NA,"Unknown"
"E01000682",1,12,2006,NA,"Unknown"
"E01000682",1,10,2006,NA,"Unknown"
"E01000682",1,6,2006,NA,"Unknown"
"E01000682",1,9,2006,NA,"Unknown"
"E01000682",1,12,2006,NA,"Unknown"
"E01000682",1,11,2006,NA,"Unknown"
"E01000682",1,3,2006,NA,"Unknown"
"E01000682",1,5,2006,NA,"Unknown"
"E01000683",1,10,2006,NA,"Unknown"
"E01000683",1,8,2006,NA,"Unknown"
"E01000683",1,8,2006,NA,"Unknown"
"E01000683",1,1,2006,NA,"Unknown"
"E01000683",1,5,2006,NA,"Unknown"
"E01000683",1,2,2006,NA,"Unknown"
"E01000683",1,4,2006,NA,"Unknown"
"E01000683",1,2,2006,NA,"Unknown"
"E01000683",1,3,2006,NA,"Unknown"
"E01000683",1,7,2006,NA,"Unknown"
"E01000683",1,10,2006,NA,"Unknown"
"E01000684",1,2,2006,NA,"Unknown"
"E01000684",1,2,2006,NA,"Unknown"
"E01000684",1,9,2006,NA,"Unknown"
"E01000684",1,9,2006,NA,"Unknown"
"E01000684",1,10,2006,NA,"Unknown"
"E01000684",1,2,2006,NA,"Unknown"
"E01000684",1,10,2006,NA,"Unknown"
"E01000684",1,7,2006,NA,"Unknown"
"E01000684",1,10,2006,NA,"Unknown"
"E01000684",1,6,2006,NA,"Unknown"
"E01000684",1,1,2006,NA,"Unknown"
"E01000684",1,6,2006,NA,"Unknown"
"E01000684",1,7,2006,NA,"Unknown"
"E01000684",1,2,2006,NA,"Unknown"
"E01000684",1,8,2006,NA,"Unknown"
"E01000684",1,6,2006,NA,"Unknown"
"E01000684",1,1,2006,NA,"Unknown"
"E01000684",1,10,2006,NA,"Unknown"
"E01000684",1,3,2006,NA,"Unknown"
"E01000684",1,9,2006,NA,"Unknown"
"E01000684",1,4,2006,NA,"Unknown"
"E01000685",1,8,2006,NA,"Unknown"
"E01000685",1,9,2006,NA,"Unknown"
"E01000685",1,11,2006,NA,"Unknown"
"E01000685",1,9,2006,NA,"Unknown"
"E01000685",1,5,2006,NA,"Unknown"
"E01000685",1,3,2006,NA,"Unknown"
"E01000685",1,5,2006,NA,"Unknown"
"E01000685",1,11,2006,NA,"Unknown"
"E01000685",1,6,2006,NA,"Unknown"
"E01000685",1,3,2006,NA,"Unknown"
"E01000685",1,6,2006,NA,"Unknown"
"E01000685",1,8,2006,NA,"Unknown"
"E01000685",1,7,2006,NA,"Unknown"
"E01000685",1,5,2006,NA,"Unknown"
"E01000685",1,9,2006,NA,"Unknown"
"E01000685",1,10,2006,NA,"Unknown"
"E01000685",1,7,2006,NA,"Unknown"
"E01000685",1,8,2006,NA,"Unknown"
"E01000685",1,8,2006,NA,"Unknown"
"E01000685",1,10,2006,NA,"Unknown"
"E01000685",1,11,2006,NA,"Unknown"
"E01000686",1,11,2006,NA,"Unknown"
"E01000686",1,10,2006,NA,"Unknown"
"E01000686",1,1,2006,NA,"Unknown"
"E01000686",1,8,2006,NA,"Unknown"
"E01000686",1,1,2006,NA,"Unknown"
"E01000686",1,1,2006,NA,"Unknown"
"E01000686",1,12,2006,NA,"Unknown"
"E01000686",1,2,2006,NA,"Unknown"
"E01000686",1,3,2006,NA,"Unknown"
"E01000686",1,7,2006,NA,"Unknown"
"E01000686",1,9,2006,NA,"Unknown"
"E01000686",1,10,2006,NA,"Unknown"
"E01000686",1,9,2006,NA,"Unknown"
"E01000686",1,5,2006,NA,"Unknown"
"E01000686",1,9,2006,NA,"Unknown"
"E01000686",1,3,2006,NA,"Unknown"
"E01000686",1,6,2006,NA,"Unknown"
"E01000686",1,6,2006,NA,"Unknown"
"E01000687",1,9,2006,NA,"Unknown"
"E01000687",1,8,2006,NA,"Unknown"
"E01000687",1,4,2006,NA,"Unknown"
"E01000687",1,2,2006,NA,"Unknown"
"E01000687",1,1,2006,NA,"Unknown"
"E01000687",1,3,2006,NA,"Unknown"
"E01000687",1,6,2006,NA,"Unknown"
"E01000687",1,11,2006,NA,"Unknown"
"E01000687",1,6,2006,NA,"Unknown"
"E01000687",1,12,2006,NA,"Unknown"
"E01000687",1,11,2006,NA,"Unknown"
"E01000687",1,2,2006,NA,"Unknown"
"E01000687",1,4,2006,NA,"Unknown"
"E01000687",1,10,2006,NA,"Unknown"
"E01000687",1,5,2006,NA,"Unknown"
"E01000687",1,7,2006,NA,"Unknown"
"E01000687",1,11,2006,NA,"Unknown"
"E01000688",1,2,2006,NA,"Unknown"
"E01000688",1,6,2006,NA,"Unknown"
"E01000688",1,1,2006,NA,"Unknown"
"E01000688",1,11,2006,NA,"Unknown"
"E01000688",1,12,2006,NA,"Unknown"
"E01000688",1,4,2006,NA,"Unknown"
"E01000688",1,5,2006,NA,"Unknown"
"E01000688",1,2,2006,NA,"Unknown"
"E01000688",1,9,2006,NA,"Unknown"
"E01000688",1,5,2006,NA,"Unknown"
"E01000688",1,12,2006,NA,"Unknown"
"E01000688",1,9,2006,NA,"Unknown"
"E01000688",1,7,2006,NA,"Unknown"
"E01000688",1,9,2006,NA,"Unknown"
"E01000688",1,11,2006,NA,"Unknown"
"E01000688",1,10,2006,NA,"Unknown"
"E01000688",1,6,2006,NA,"Unknown"
"E01000689",1,3,2006,NA,"Unknown"
"E01000689",1,8,2006,NA,"Unknown"
"E01000689",1,2,2006,NA,"Unknown"
"E01000689",1,11,2006,NA,"Unknown"
"E01000689",1,2,2006,NA,"Unknown"
"E01000689",1,4,2006,NA,"Unknown"
"E01000689",1,8,2006,NA,"Unknown"
"E01000689",1,9,2006,NA,"Unknown"
